timestamp,stage,occurrence,block,point,allocated,reserved,active,inactive_split,free,total,adaln_cache,opt_student,opt_fake,params,boundary
2026-08-19 15:17:53.767,block_27_post,1,27,post,6945381376,18836619264,6945381376,0,22641246208,42298834944,9676800,0,0,"{""all"": 69047622144, ""frozen"": 66280430080, ""lora_fake"": 1383596032, ""lora_student"": 1383596032}","{""cpu_copy_count"": 0, ""offloaded_logical_bytes"": 0, ""offloaded_storage_bytes"": 0, ""pack_count"": 0, ""unpack_count"": 0}"
2026-08-19 15:17:53.779,block_28_pre,1,28,pre,7363649536,18836619264,7363649536,0,22641246208,42298834944,9676800,0,0,"{""all"": 69047622144, ""frozen"": 66280430080, ""lora_fake"": 1383596032, ""lora_student"": 1383596032}","{""cpu_copy_count"": 0, ""offloaded_logical_bytes"": 0, ""offloaded_storage_bytes"": 0, ""pack_count"": 0, ""unpack_count"": 0}"
2026-08-19 15:17:54.120,block_28_post,1,28,post,6945381376,18836619264,6945381376,0,22641246208,42298834944,9676800,0,0,"{""all"": 69047622144, ""frozen"": 66280430080, ""lora_fake"": 1383596032, ""lora_student"": 1383596032}","{""cpu_copy_count"": 0, ""offloaded_logical_bytes"": 0, ""offloaded_storage_bytes"": 0, ""pack_count"": 0, ""unpack_count"": 0}"
2026-08-19 15:17:54.132,block_29_pre,1,29,pre,7363649536,18836619264,7363649536,0,22641246208,42298834944,9676800,0,0,"{""all"": 69047622144, ""frozen"": 66280430080, ""lora_fake"": 1383596032, ""lora_student"": 1383596032}","{""cpu_copy_count"": 0, ""offloaded_logical_bytes"": 0, ""offloaded_storage_bytes"": 0, ""pack_count"": 0, ""unpack_count"": 0}"
2026-08-19 15:17:54.476,block_29_post,1,29,post,6945381376,18836619264,6945381376,0,22641246208,42298834944,9676800,0,0,"{""all"": 69047622144, ""frozen"": 66280430080, ""lora_fake"": 1383596032, ""lora_student"": 1383596032}","{""cpu_copy_count"": 0, ""offloaded_logical_bytes"": 0, ""offloaded_storage_bytes"": 0, ""pack_count"": 0, ""unpack_count"": 0}"
2026-08-19 15:17:54.488,block_30_pre,1,30,pre,7363649536,18836619264,7363649536,0,22641246208,42298834944,9676800,0,0,"{""all"": 69047622144, ""frozen"": 66280430080, ""lora_fake"": 1383596032, ""lora_student"": 1383596032}","{""cpu_copy_count"": 0, ""offloaded_logical_bytes"": 0, ""offloaded_storage_bytes"": 0, ""pack_count"": 0, ""unpack_count"": 0}"
2026-08-19 15:17:54.831,block_30_post,1,30,post,6945381376,18836619264,6945381376,0,22641246208,42298834944,9676800,0,0,"{""all"": 69047622144, ""frozen"": 66280430080, ""lora_fake"": 1383596032, ""lora_student"": 1383596032}","{""cpu_copy_count"": 0, ""offloaded_logical_bytes"": 0, ""offloaded_storage_bytes"": 0, ""pack_count"": 0, ""unpack_count"": 0}"
2026-08-19 15:17:54.843,block_31_pre,1,31,pre,7363649536,18836619264,7363649536,0,22641246208,42298834944,9676800,0,0,"{""all"": 69047622144, ""frozen"": 66280430080, ""lora_fake"": 1383596032, ""lora_student"": 1383596032}","{""cpu_copy_count"": 0, ""offloaded_logical_bytes"": 0, ""offloaded_storage_bytes"": 0, ""pack_count"": 0, ""unpack_count"": 0}"
2026-08-19 15:17:55.189,block_31_post,1,31,post,6945381376,18836619264,6945381376,0,22641246208,42298834944,9676800,0,0,"{""all"": 69047622144, ""frozen"": 66280430080, ""lora_fake"": 1383596032, ""lora_student"": 1383596032}","{""cpu_copy_count"": 0, ""offloaded_logical_bytes"": 0, ""offloaded_storage_bytes"": 0, ""pack_count"": 0, ""unpack_count"": 0}"
2026-08-19 15:17:55.201,block_32_pre,1,32,pre,7363649536,18836619264,7363649536,0,22641246208,42298834944,9676800,0,0,"{""all"": 69047622144, ""frozen"": 66280430080, ""lora_fake"": 1383596032, ""lora_student"": 1383596032}","{""cpu_copy_count"": 0, ""offloaded_logical_bytes"": 0, ""offloaded_storage_bytes"": 0, ""pack_count"": 0, ""unpack_count"": 0}"
2026-08-19 15:17:55.542,block_32_post,1,32,post,6945381376,18836619264,6945381376,0,22641246208,42298834944,9676800,0,0,"{""all"": 69047622144, ""frozen"": 66280430080, ""lora_fake"": 1383596032, ""lora_student"": 1383596032}","{""cpu_copy_count"": 0, ""offloaded_logical_bytes"": 0, ""offloaded_storage_bytes"": 0, ""pack_count"": 0, ""unpack_count"": 0}"
2026-08-19 15:17:55.555,block_33_pre,1,33,pre,7363649536,18836619264,7363649536,0,22641246208,42298834944,9676800,0,0,"{""all"": 69047622144, ""frozen"": 66280430080, ""lora_fake"": 1383596032, ""lora_student"": 1383596032}","{""cpu_copy_count"": 0, ""offloaded_logical_bytes"": 0, ""offloaded_storage_bytes"": 0, ""pack_count"": 0, ""unpack_count"": 0}"
2026-08-19 15:17:55.899,block_33_post,1,33,post,6945381376,18836619264,6945381376,0,22641246208,42298834944,9676800,0,0,"{""all"": 69047622144, ""frozen"": 66280430080, ""lora_fake"": 1383596032, ""lora_student"": 1383596032}","{""cpu_copy_count"": 0, ""offloaded_logical_bytes"": 0, ""offloaded_storage_bytes"": 0, ""pack_count"": 0, ""unpack_count"": 0}"
2026-08-19 15:17:55.912,block_34_pre,1,34,pre,7363649536,18836619264,7363649536,0,22641246208,42298834944,9676800,0,0,"{""all"": 69047622144, ""frozen"": 66280430080, ""lora_fake"": 1383596032, ""lora_student"": 1383596032}","{""cpu_copy_count"": 0, ""offloaded_logical_bytes"": 0, ""offloaded_storage_bytes"": 0, ""pack_count"": 0, ""unpack_count"": 0}"
